Date/Time,Electricity:Facility [J](TimeStep),Electricity:Facility [J](Daily) 
 05/21  00:30:00,45168611.426553994 
 05/21  01:00:00,45248892.418834396 
 05/21  01:30:00,37077087.23417446 
 05/21  02:00:00,45344932.34032196 
 05/21  02:30:00,45395757.67681692 
 05/21  03:00:00,37077087.23417446 
 05/21  03:30:00,45479297.046917886 
 05/21  04:00:00,45515616.50868094 
 05/21  04:30:00,37077087.23417446 
 05/21  05:00:00,45559870.70467134 
 05/21  05:30:00,45542214.79363739 
 05/21  06:00:00,37077087.23417446 
 05/21  06:30:00,45443198.22460961 
 05/21  07:00:00,45329051.4197848 
 05/21  07:30:00,37077087.23417446 
 05/21  08:00:00,44759689.4027348 
 05/21  08:30:00,44616739.122675434 
 05/21  09:00:00,37077087.23417446 
 05/21  09:30:00,44027454.028630815 
 05/21  10:00:00,43894739.764487945 
 05/21  10:30:00,37077087.23417446 
 05/21  11:00:00,43349826.54680048 
 05/21  11:30:00,43648629.92423832 
 05/21  12:00:00,37077087.23417446 
 05/21  12:30:00,43351420.1723562 
 05/21  13:00:00,43612071.07092307 
 05/21  13:30:00,37077087.23417446 
 05/21  14:00:00,42969546.88799716 
 05/21  14:30:00,43403892.564031295 
 05/21  15:00:00,37077087.23417446 
 05/21  15:30:00,43119763.9701046 
 05/21  16:00:00,43411769.87817796 
 05/21  16:30:00,37077087.23417446 
 05/21  17:00:00,43467587.41305594 
 05/21  17:30:00,43872785.15452868 
 05/21  18:00:00,37077087.23417446 
 05/21  18:30:00,44034128.16150608 
 05/21  19:00:00,44558560.991555125 
 05/21  19:30:00,37077087.23417446 
 05/21  20:00:00,44645750.502755895 
 05/21  20:30:00,45050926.04966572 
 05/21  21:00:00,37077087.23417446 
 05/21  21:30:00,44665017.939080715 
 05/21  22:00:00,44922461.86479102 
 05/21  22:30:00,37077087.23417446 
 05/21  23:00:00,44915741.007468596 
 05/21  23:30:00,44994249.596042655 
 05/21  24:00:00,37077087.23417446,2016553590.3212295 
 05/21  00:30:00,46151476.80057535 
 05/21  01:00:00,46206902.29885115 
 05/21  01:30:00,37077087.23417446 
 05/21  02:00:00,46817105.42522748 
 05/21  02:30:00,46539472.48930962 
 05/21  03:00:00,37077087.23417446 
 05/21  03:30:00,46596125.42687946 
 05/21  04:00:00,46391083.36912288 
 05/21  04:30:00,37077087.23417446 
 05/21  05:00:00,46662743.1166344 
 05/21  05:30:00,46409453.6812156 
 05/21  06:00:00,37077087.23417446 
 05/21  06:30:00,46558250.70513654 
 05/21  07:00:00,46517372.144756295 
 05/21  07:30:00,37077087.23417446 
 05/21  08:00:00,48060781.199666075 
 05/21  08:30:00,46072565.241294384 
 05/21  09:00:00,37077087.23417446 
 05/21  09:30:00,47432892.79521339 
 05/21  10:00:00,45815901.82963184 
 05/21  10:30:00,37077087.23417446 
 05/21  11:00:00,46828631.593990326 
 05/21  11:30:00,46423515.27288528 
 05/21  12:00:00,37077087.23417446 
 05/21  12:30:00,46464402.13315471 
 05/21  13:00:00,46335749.82008056 
 05/21  13:30:00,37077087.23417446 
 05/21  14:00:00,46216499.504549965 
 05/21  14:30:00,46202019.91459364 
 05/21  15:00:00,37077087.23417446 
 05/21  15:30:00,46285134.408294916 
 05/21  16:00:00,46362454.757795654 
 05/21  16:30:00,37077087.23417446 
 05/21  17:00:00,46560099.04617506 
 05/21  17:30:00,46708380.581889264 
 05/21  18:00:00,37077087.23417446 
 05/21  18:30:00,47022681.48027076 
 05/21  19:00:00,46992110.98714623 
 05/21  19:30:00,37077087.23417446 
 05/21  20:00:00,47509995.8643121 
 05/21  20:30:00,46094858.10070441 
 05/21  21:00:00,37077087.23417446 
 05/21  21:30:00,47861364.85436305 
 05/21  22:00:00,46371365.33037366 
 05/21  22:30:00,37077087.23417446 
 05/21  23:00:00,48192009.52360329 
 05/21  23:30:00,46345811.367920086 
 05/21  24:00:00,37077087.23417446,2086242606.812409 
 05/21  00:30:00,45590965.25835931 
 05/21  01:00:00,45648984.57171679 
 05/21  01:30:00,37077087.23417446 
 05/21  02:00:00,47832933.53067354 
 05/21  02:30:00,46280194.69129065 
 05/21  03:00:00,37077087.23417446 
 05/21  03:30:00,47945763.88558858 
 05/21  04:00:00,46141063.30929925 
 05/21  04:30:00,37077087.23417446 
 05/21  05:00:00,47961411.99130063 
 05/21  05:30:00,46160611.18057008 
 05/21  06:00:00,37077087.23417446 
 05/21  06:30:00,47896340.992830165 
 05/21  07:00:00,46304347.59845064 
 05/21  07:30:00,37077087.23417446 
 05/21  08:00:00,47382713.28076807 
 05/21  08:30:00,45740925.92891404 
 05/21  09:00:00,37077087.23417446 
 05/21  09:30:00,46655703.670368984 
 05/21  10:00:00,46415896.35682587 
 05/21  10:30:00,37077087.23417446 
 05/21  11:00:00,45979693.42636952 
 05/21  11:30:00,45879733.05635374 
 05/21  12:00:00,37077087.23417446 
 05/21  12:30:00,45592622.52230038 
 05/21  13:00:00,45528263.04254899 
 05/21  13:30:00,37077087.23417446 
 05/21  14:00:00,45305266.87982438 
 05/21  14:30:00,45392454.36414881 
 05/21  15:00:00,37077087.23417446 
 05/21  15:30:00,45450457.43623605 
 05/21  16:00:00,45555382.77376997 
 05/21  16:30:00,37077087.23417446 
 05/21  17:00:00,45760259.87642718 
 05/21  17:30:00,45906672.00155024 
 05/21  18:00:00,37077087.23417446 
 05/21  18:30:00,46231039.39580589 
 05/21  19:00:00,46442560.68740906 
 05/21  19:30:00,37077087.23417446 
 05/21  20:00:00,46727972.766229935 
 05/21  20:30:00,46854122.67713032 
 05/21  21:00:00,37077087.23417446 
 05/21  21:30:00,47067441.19159256 
 05/21  22:00:00,47209943.63866718 
 05/21  22:30:00,37077087.23417446 
 05/21  23:00:00,47404716.272855245 
 05/21  23:30:00,46040456.93041839 
 05/21  24:00:00,37077087.23417446,2077520310.9333858 
 05/21  00:30:00,45705149.28712275 
 05/21  01:00:00,45761229.60315812 
 05/21  01:30:00,37077087.23417446 
 05/21  02:00:00,47983301.32633112 
 05/21  02:30:00,46401706.220244065 
 05/21  03:00:00,37077087.23417446 
 05/21  03:30:00,48023284.86032003 
 05/21  04:00:00,46258198.27686806 
 05/21  04:30:00,37077087.23417446 
 05/21  05:00:00,46571043.91157919 
 05/21  05:30:00,46210128.895298995 
 05/21  06:00:00,37077087.23417446 
 05/21  06:30:00,47974475.87938572 
 05/21  07:00:00,46121505.233387984 
 05/21  07:30:00,37077087.23417446 
 05/21  08:00:00,47539512.31321436 
 05/21  08:30:00,45868662.55376369 
 05/21  09:00:00,37077087.23417446 
 05/21  09:30:00,46814410.06174147 
 05/21  10:00:00,46320399.39973675 
 05/21  10:30:00,37077087.23417446 
 05/21  11:00:00,46194900.26822386 
 05/21  11:30:00,46040306.43419155 
 05/21  12:00:00,37077087.23417446 
 05/21  12:30:00,45768967.536130205 
 05/21  13:00:00,45689970.86485396 
 05/21  13:30:00,37077087.23417446 
 05/21  14:00:00,45497404.144052885 
 05/21  14:30:00,45554601.61673959 
 05/21  15:00:00,37077087.23417446 
 05/21  15:30:00,45616762.224886335 
 05/21  16:00:00,45717002.927761525 
 05/21  16:30:00,37077087.23417446 
 05/21  17:00:00,45925530.13423837 
 05/21  17:30:00,46067158.66119592 
 05/21  18:00:00,37077087.23417446 
 05/21  18:30:00,46394606.17866184 
 05/21  19:00:00,46601325.782085784 
 05/21  19:30:00,37077087.23417446 
 05/21  20:00:00,46886791.18207681 
 05/21  20:30:00,47011571.80672565 
 05/21  21:00:00,37077087.23417446 
 05/21  21:30:00,47227204.42623328 
 05/21  22:00:00,46370543.59772618 
 05/21  22:30:00,37077087.23417446 
 05/21  23:00:00,47562705.039865315 
 05/21  23:30:00,46167420.20028003 
 05/21  24:00:00,37077087.23417446,2079081176.5948732 
 05/21  00:30:00,45709168.88628474 
 05/21  01:00:00,45788754.38759293 
 05/21  01:30:00,37077087.23417446 
 05/21  02:00:00,45870078.34467487 
 05/21  02:30:00,45934348.40648305 
 05/21  03:00:00,37077087.23417446 
 05/21  03:30:00,46018567.493295565 
 05/21  04:00:00,46053170.837525636 
 05/21  04:30:00,37077087.23417446 
 05/21  05:00:00,46122785.519104086 
 05/21  05:30:00,46079539.25224325 
 05/21  06:00:00,37077087.23417446 
 05/21  06:30:00,45977430.34746259 
 05/21  07:00:00,45868219.366156176 
 05/21  07:30:00,37077087.23417446 
 05/21  08:00:00,45360530.481330395 
 05/21  08:30:00,45162089.31129457 
 05/21  09:00:00,37077087.23417446 
 05/21  09:30:00,44578587.90393555 
 05/21  10:00:00,44446390.84267378 
 05/21  10:30:00,37077087.23417446 
 05/21  11:00:00,43862849.966724895 
 05/21  11:30:00,43899786.47319338 
 05/21  12:00:00,37077087.23417446 
 05/21  12:30:00,43496953.407528564 
 05/21  13:00:00,43496467.9593864 
 05/21  13:30:00,37077087.23417446 
 05/21  14:00:00,43758465.55922165 
 05/21  14:30:00,43931972.923380665 
 05/21  15:00:00,37077087.23417446 
 05/21  15:30:00,43821961.64878952 
 05/21  16:00:00,44224403.83555508 
 05/21  16:30:00,37077087.23417446 
 05/21  17:00:00,44167644.731157675 
 05/21  17:30:00,44606703.67661486 
 05/21  18:00:00,37077087.23417446 
 05/21  18:30:00,44728446.315933116 
 05/21  19:00:00,44844712.97170983 
 05/21  19:30:00,37077087.23417446 
 05/21  20:00:00,44781555.80436092 
 05/21  20:30:00,44893148.97025248 
 05/21  21:00:00,37077087.23417446 
 05/21  21:30:00,45134474.69047126 
 05/21  22:00:00,45255896.00056255 
 05/21  22:30:00,37077087.23417446 
 05/21  23:00:00,45452134.78170203 
 05/21  23:30:00,45536319.15313706 
 05/21  24:00:00,37077087.23417446,2032096955.9965308 
 05/21  00:30:00,46225359.79186863 
 05/21  01:00:00,46280679.53518548 
 05/21  01:30:00,37077087.23417446 
 05/21  02:00:00,46819081.16228272 
 05/21  02:30:00,46615531.18407749 
 05/21  03:00:00,37077087.23417446 
 05/21  03:30:00,46672073.7529132 
 05/21  04:00:00,46464513.01831548 
 05/21  04:30:00,37077087.23417446 
 05/21  05:00:00,46738561.85941345 
 05/21  05:30:00,46482848.984701574 
 05/21  06:00:00,37077087.23417446 
 05/21  06:30:00,46634273.040084146 
 05/21  07:00:00,46335920.56036486 
 05/21  07:30:00,37077087.23417446 
 05/21  08:00:00,47127318.60117556 
 05/21  08:30:00,46084597.360961504 
 05/21  09:00:00,37077087.23417446 
 05/21  09:30:00,47534195.139817305 
 05/21  10:00:00,45898994.75291874 
 05/21  10:30:00,37077087.23417446 
 05/21  11:00:00,46917428.768043056 
 05/21  11:30:00,46260082.14287546 
 05/21  12:00:00,37077087.23417446 
 05/21  12:30:00,46568882.72478101 
 05/21  13:00:00,46439755.547258675 
 05/21  13:30:00,37077087.23417446 
 05/21  14:00:00,46334987.0792817 
 05/21  14:30:00,46306357.51888284 
 05/21  15:00:00,37077087.23417446 
 05/21  15:30:00,46387872.67178913 
 05/21  16:00:00,46466394.33327735 
 05/21  16:30:00,37077087.23417446 
 05/21  17:00:00,46665703.730164826 
 05/21  17:30:00,46811464.322361365 
 05/21  18:00:00,37077087.23417446 
 05/21  18:30:00,47127163.29104021 
 05/21  19:00:00,46345840.09839723 
 05/21  19:30:00,37077087.23417446 
 05/21  20:00:00,47613192.76831729 
 05/21  20:30:00,46176302.719534926 
 05/21  21:00:00,37077087.23417446 
 05/21  21:30:00,47963455.86664982 
 05/21  22:00:00,46452219.90206458 
