1;2020-01-01 12:30:00;1103,486,486,80,80,80,80,80,80,15,464,464,638,145,983,983,678,678,121,777,777,1010,1010,753,569,569,1135,113,113,113,248,739,739,625,711,711,711,940,940,940,940,940,940,940,940,475,475,880,405,405,405,405,688,1190,1190,877,877,12,1110,1110,729,1005,499,175,124,124,617,325,325,594,
1;2020-01-01 13:00:00;1103,1103,486,486,486,80,584,1153,1113,638,582,983,983,983,983,678,678,678,678,777,1135,1135,1135,1135,1135,1135,1135,248,248,900,739,783,783,711,711,711,275,275,275,275,275,940,940,940,940,616,616,880,880,880,405,405,405,877,877,1002,12,12,12,729,223,223,66,175,992,973,594,
1;2020-01-01 15:00:00;1103,1103,1103,1103,1150,1150,80,80,1124,1124,1124,1124,464,584,584,452,452,452,645,3,3,1153,501,501,501,582,582,983,983,983,983,678,678,678,200,200,921,921,121,121,777,777,777,1010,1010,1010,1010,1010,753,753,1135,1135,783,783,275,940,940,475,475,786,405,405,688,688,877,877,1170,653,653,1005,301,403,107,107,124,973,325,325,325,
1;2020-01-01 16:00:00;1103,1103,1103,1103,80,80,80,80,1124,1124,1124,464,464,464,464,464,464,85,584,584,584,584,584,3,3,3,46,46,1153,1153,1153,582,582,582,582,983,983,983,983,678,678,507,507,200,1112,1112,1112,921,921,777,777,777,829,829,753,753,1135,900,900,900,900,739,739,739,625,940,940,940,940,616,616,405,405,405,688,303,303,877,471,471,471,1170,1170,1170,1110,1110,459,183,223,223,403,403,403,175,447,617,617,102,102,102,286,286,
1;2020-01-01 16:30:00;1103,1103,1103,1103,1150,486,486,486,80,80,15,15,464,464,85,85,1153,1153,145,145,145,145,145,145,145,145,582,582,582,983,983,983,678,678,507,507,507,507,507,507,921,921,121,121,569,569,900,900,900,900,739,783,783,625,872,872,851,940,940,616,616,118,118,880,880,880,880,405,405,877,877,12,12,1110,670,223,325,325,
1;2020-01-01 17:30:00;1103,1103,80,464,85,85,85,645,3,46,46,46,1113,1113,1113,1113,501,638,145,145,983,983,983,678,678,678,507,507,507,200,200,1112,1112,921,921,789,1010,1010,753,89,248,900,900,900,900,739,739,739,739,739,739,209,209,275,275,851,851,616,616,616,616,616,475,475,118,118,786,786,786,786,641,641,641,880,880,880,405,405,877,877,877,877,1002,1002,1110,1110,1110,508,66,403,403,922,922,447,447,617,102,102,102,594,594,
1;2020-01-01 19:00:00;1103,15,15,85,85,584,452,3,3,46,46,638,582,507,507,200,921,121,789,1135,113,89,900,783,783,872,872,275,851,851,475,880,880,405,1190,303,303,303,877,877,471,1170,1170,729,175,124,102,286,
1;2020-01-01 11:00:00;1150,486,486,486,464,464,464,645,645,1153,501,678,678,200,921,921,921,921,777,777,777,1010,1010,1010,569,89,248,739,711,940,940,118,118,756,352,880,880,150,1190,1190,752,587,587,587,890,890,444,729,1166,1005,1005,1106,1106,446,1115,1167,1121,1121,931,661,262,77,437,437,403,1017,1017,690,740,740,195,195,195,681,76,143,505,505,505,212,805,853,853,853,336,336,199,704,632,632,119,99,99,75,75,319,941,941,941,941,941,1080,606,606,239,239,239,202,202,202,202,835,793,612,420,214,214,701,397,276,971,971,768,470,470,470,950,32,82,862,862,1116,1116,714,714,1053,749,814,814,529,529,529,206,206,206,876,876,876,537,537,493,493,157,157,157,
1;2020-01-01 12:00:00;1150,1150,80,645,145,678,678,678,200,200,921,921,789,777,777,777,777,1135,1135,1135,248,711,711,711,851,940,940,940,940,616,616,616,616,405,688,1190,1190,877,670,508,1005,223,403,403,325,360,887,
1;2020-01-01 17:00:00;1150,486,486,85,85,452,452,452,452,46,638,638,145,145,582,582,582,983,678,507,507,1112,1112,121,121,789,789,789,777,777,777,777,777,777,1010,1010,89,89,248,248,248,248,248,248,739,739,739,739,783,783,872,872,872,872,872,872,711,711,851,940,940,616,405,405,877,877,877,877,471,1170,1170,1170,1110,459,459,508,508,223,66,301,301,403,447,447,102,286,286,
1;2020-01-01 18:00:00;1150,486,486,486,486,80,80,80,15,15,1124,1124,464,464,85,85,85,85,85,85,645,3,1153,145,582,983,983,507,1112,1112,1112,1112,789,789,1010,829,753,569,1135,1135,113,113,89,739,783,783,872,711,711,275,275,275,275,940,616,616,616,118,118,118,118,641,641,641,880,880,880,688,688,688,1002,471,471,459,459,183,183,183,508,223,297,403,403,447,102,102,325,
1;2020-01-01 11:30:00;486,486,1153,1153,1153,1153,1113,501,501,983,678,678,200,200,1135,1135,89,711,711,940,940,616,616,616,475,756,880,880,150,642,688,1002,903,587,1110,444,670,670,1005,1005,252,1167,1121,297,661,437,403,175,503,690,124,124,922,922,447,447,168,168,168,102,286,594,505,505,853,199,704,119,99,135,897,606,619,793,701,513,480,634,714,876,731,493,157,
1;2020-01-01 13:30:00;486,486,486,486,486,80,80,80,80,80,80,584,584,452,645,46,46,46,1153,1153,638,638,638,582,582,983,983,678,678,200,200,1112,921,921,777,777,777,777,777,1010,1010,829,753,753,89,89,248,248,739,783,625,940,940,940,940,352,352,641,880,880,405,1002,1002,1002,12,1110,459,670,670,508,508,1005,1005,223,223,301,301,107,107,107,124,124,992,992,447,447,594,594,
1;2020-01-01 14:00:00;486,486,80,15,15,464,464,85,584,645,46,1153,501,145,145,582,582,200,200,1112,121,121,1010,1010,1010,1010,113,113,89,739,739,739,739,783,783,783,783,625,625,625,851,851,940,940,940,616,475,475,352,641,880,877,877,471,12,12,1110,66,175,175,107,124,124,447,447,447,
1;2020-01-01 18:30:00;486,85,584,584,452,452,645,46,501,501,501,582,582,983,678,507,507,507,1112,921,921,921,789,789,789,777,753,900,900,625,209,711,475,475,352,786,786,786,641,641,880,880,688,688,1190,1190,303,303,303,877,877,471,471,471,670,653,508,1005,8,66,301,297,297,499,499,499,503,107,992,922,973,
1;2020-01-01 14:30:00;80,80,1124,464,464,464,464,85,85,452,3,3,1113,1113,501,501,638,638,145,145,983,983,983,983,678,678,678,678,507,200,200,777,1010,829,829,753,1135,1135,113,113,89,739,739,872,940,616,616,616,616,475,475,475,475,352,352,352,786,786,786,786,786,880,880,880,877,877,1002,1002,459,459,670,670,653,653,729,729,1005,8,8,66,301,175,175,124,124,124,447,973,102,102,594,
1;2020-01-01 15:30:00;80,80,15,15,1124,464,464,464,464,464,85,85,85,584,584,584,452,452,645,46,46,1153,1153,1153,1153,1153,1153,1153,1153,1113,1113,638,638,638,638,145,145,983,983,200,200,200,777,777,1010,1010,1010,1010,829,829,753,1135,739,739,739,209,209,209,711,275,275,851,616,616,475,118,118,880,880,880,405,688,303,877,12,12,459,670,183,301,301,175,503,503,992,992,447,102,325,
1;2020-01-01 19:30:00;15,15,15,46,1113,829,829,783,872,872,851,641,641,641,880,303,877,1170,1170,1170,1170,459,
1;2020-01-01 20:00:00;1124,85,3,1112,1112,789,829,872,1170,1170,1170,
1;2020-01-01 10:30:00;678,200,200,1010,1010,1010,1010,118,118,118,118,880,1190,1190,903,653,653,183,1005,8,152,446,252,301,262,437,107,681,505,212,805,853,360,99,99,135,1080,897,606,239,619,612,420,701,701,701,276,768,480,470,950,32,887,714,1053,749,529,206,731,493,
1;2020-01-01 09:30:00;200,921,940,301,403,
1;2020-01-01 10:00:00;89,642,642,642,1190,752,653,1166,152,1115,301,1121,261,261,931,77,195,124,922,447,168,76,143,853,99,319,941,835,701,397,513,82,634,157,157,
1;2020-01-02 14:00:00;1131,260,334,913,1050,640,976,956,739,278,643,663,306,498,860,450,910,668,1164,1111,961,1148,261,921,921,921,704,368,880,1157,192,512,1124,876,1185,525,24,772,700,13,204,952,843,385,497,558,294,1188,258,883,307,568,974,835,977,1149,1150,1150,998,1008,660,115,239,80,1046,586,36,868,920,581,194,186,1002,1002,612,765,606,154,798,580,452,452,452,828,968,692,585,341,1141,824,551,1057,482,847,335,940,940,940,800,1167,471,953,846,737,636,672,65,233,1177,1177,909,740,549,1066,837,903,682,697,32,1074,1013,1017,1147,623,88,1189,925,809,414,530,756,245,544,93,563,259,150,996,616,616,616,314,582,582,582,110,479,958,406,673,1080,183,183,183,1143,1020,284,460,787,871,842,235,483,951,219,484,1101,501,595,102,724,489,1092,274,840,527,396,986,1129,1015,1140,789,789,789,656,1048,941,906,223,223,223,713,103,340,661,255,653,653,987,206,836,997,796,190,1113,507,944,405,405,405,524,488,625,374,50,280,403,109,352,352,352,1195,827,447,124,1135,1135,1135,1135,1135,1135,138,138,638,638,638,107,688,688,1005,729,729,983,983,569,641,641,922,1153,1153,1153,1153,973,301,301,900,900,900,584,584,8,8,8,486,486,89,209,275,275,503,85,
